stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
86,0.5,3.0,91.71919960000378,,91.7040330000018,91.71919960000378,92.2029457000026,92.2029457000026,92.21988239999337,92.50322260000394,92.58806160000677,left,-3.0,1,1,0.3690101000102004,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
87,0.5,2.5,92.6034212999948,,92.58812860000762,92.6034212999948,93.08746640000027,93.08746640000027,93.10452429999714,93.3874300000025,93.5220840999973,left,-2.5,1,1,0.424269799987087,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
88,0.5,2.5,93.53749990000506,,93.52218499999435,93.53749990000506,94.02169409999624,94.02169409999624,94.03840530000161,94.32263480000256,94.38963649999641,left,-2.5,1,1,0.3607664000010118,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
89,0.5,2.5,94.40551029999915,,94.38970290000725,94.40551029999915,94.88932649999333,94.88932649999333,94.90596760000335,95.19066000000748,95.52360430000408,right,2.5,1,1,0.6181083000119543,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
90,0.5,2.0,95.53987740000593,,95.5236767000024,95.53987740000593,96.02432349999435,96.02432349999435,96.04072580000502,96.32448850000219,96.44206689999555,left,-2.0,1,1,0.40777010000601877,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
91,0.5,2.0,96.45765900000697,,96.442137799997,96.45765900000697,96.94169079999847,96.94169079999847,96.95834620000096,97.24168239999563,97.49344000000565,left,-2.0,1,1,0.5402279999980237,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
92,0.5,2.0,97.50871730000654,,97.49350389999745,97.50871730000654,97.9929809000023,97.9929809000023,98.00943809999444,98.29305130000284,98.59556190000148,left,-2.0,1,1,0.6005030999949668,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
93,0.5,1.5,98.6098151000042,,98.59563860000344,98.6098151000042,99.1113222999993,99.1113222999993,99.1113222999993,99.41097919999447,99.4787917000067,left,-1.5,1,1,0.35336339999048505,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
94,0.5,1.5,99.49433030000364,,99.47886020000442,99.49433030000364,99.97799129999476,99.97799129999476,99.99497990000236,100.27865000000747,100.26420449999569,left,-1.5,1,1,0.2846165000082692,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
95,0.5,1.5,100.27865000000747,,100.26428089999536,100.27865000000747,100.77940889999445,100.77940889999445,100.77940889999445,101.07982519999496,101.49739469999622,right,1.5,1,1,0.70112510000763,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
96,0.5,1.0,101.51305510000384,,101.49747560000105,101.51305510000384,102.01329010000336,102.01329010000336,102.01329010000336,102.31399510000483,102.54914730000019,right,1.0,0,0,0.5223843999992823,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
97,0.5,1.5,102.56419059999462,,102.54924310000206,102.56419059999462,103.04829259999678,103.04829259999678,103.06512400000065,103.34853740000108,103.96705780000775,right,1.5,1,1,0.9051668999891263,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
98,0.5,1.5,103.98249189999478,,103.96712240000488,103.98249189999478,104.46652370000083,104.46652370000083,104.48307719999866,104.76675619999878,105.00217619999603,left,-1.5,1,1,0.5288538000022527,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
99,0.5,1.5,105.01733899999817,,105.00225780000619,105.01733899999817,105.50102799999877,105.50102799999877,105.51759879999736,105.80126170000585,106.08587520000583,right,1.5,1,1,0.5685026999999536,063756,001,2024-09-09_11h40.03.343,adaptive_staircase,2024.1.5,None,2024-09-09 11h40.08.568620 +0530,
